Date,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
01/12/17,137,42,Male,C28,College,33459,05/06/17,,2,2,370410,4
01/01/16,138,48,Male,C21,Master,34827,26/01/15,06/01/16,1,1,0,1
01/11/16,139,31,Male,C14,Bachelor,51850,31/10/16,,2,2,0,1
01/12/16,139,32,Male,C14,Bachelor,51850,31/10/16,05/12/16,2,2,0,1
01/01/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,967210,3
01/02/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,976570,3
01/03/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,1036330,3
01/04/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,150530,3
01/05/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,1086230,3
01/06/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,263340,3
01/07/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,633820,3
01/08/16,140,36,Male,C9,Bachelor,72253,29/04/13,,1,2,825780,3
01/09/16,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,339300,3
01/10/16,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,301160,2
01/11/16,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,302680,2
01/12/16,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,100220,2
01/01/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,468690,2
01/02/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,355270,2
01/03/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,1383870,2
01/04/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,0,3
01/05/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,866570,3
01/06/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,603030,3
01/07/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,309500,2
01/08/17,140,37,Male,C9,Bachelor,72253,29/04/13,,1,2,738150,2
01/09/17,140,38,Male,C9,Bachelor,72253,29/04/13,,1,2,310050,2
01/10/17,140,38,Male,C9,Bachelor,72253,29/04/13,,1,2,511180,3
01/11/17,140,38,Male,C9,Bachelor,72253,29/04/13,,1,2,854580,3
01/12/17,140,38,Male,C9,Bachelor,72253,29/04/13,,1,2,555880,3
01/07/17,141,35,Male,C22,Bachelor,65901,10/07/17,,2,2,0,1
01/08/17,141,35,Male,C22,Bachelor,65901,10/07/17,,2,2,0,1
01/09/17,141,35,Male,C22,Bachelor,65901,10/07/17,,2,2,0,1
01/10/17,141,35,Male,C22,Bachelor,65901,10/07/17,,2,2,0,1
01/11/17,141,35,Male,C22,Bachelor,65901,10/07/17,31/10/17,2,2,0,1
01/01/16,142,24,Male,C16,Bachelor,29807,10/06/15,,1,1,122040,1
01/02/16,142,24,Male,C16,Bachelor,29807,10/06/15,08/02/16,1,1,0,1
01/01/16,143,39,Male,C12,Master,24150,01/05/15,,1,1,102910,1
01/02/16,143,39,Male,C12,Master,24150,01/05/15,,1,1,140630,1
01/03/16,143,40,Male,C12,Master,24150,01/05/15,27/02/16,1,1,97020,1
01/08/16,144,26,Male,C28,Master,21933,19/08/16,,1,1,0,1
01/09/16,144,26,Male,C28,Master,21933,19/08/16,,1,1,0,1
01/10/16,144,26,Male,C28,Master,21933,19/08/16,,1,1,0,1
01/11/16,144,27,Male,C28,Master,21933,19/08/16,24/11/16,1,1,0,1
01/02/17,145,35,Male,C13,Bachelor,75112,13/02/17,,3,3,0,1
01/03/17,145,35,Male,C13,Bachelor,75112,13/02/17,,3,3,0,1
01/04/17,145,35,Male,C13,Bachelor,75112,13/02/17,,3,3,1847280,3
01/05/17,145,35,Male,C13,Bachelor,75112,13/02/17,,3,3,0,3
01/06/17,145,35,Male,C13,Bachelor,75112,13/02/17,22/06/17,3,3,0,3
01/07/16,147,36,Male,C9,Bachelor,85172,20/07/16,,2,2,0,1
01/08/16,147,36,Male,C9,Bachelor,85172,20/07/16,,2,2,0,1
01/09/16,147,36,Male,C9,Bachelor,85172,20/07/16,,2,2,0,1
01/10/16,147,36,Male,C9,Bachelor,85172,20/07/16,01/10/16,2,2,0,1
01/12/17,148,41,Male,C15,College,45288,11/12/17,,2,2,0,1
01/04/17,149,34,Female,C20,College,61913,17/04/17,,3,3,0,1
01/05/17,149,34,Female,C20,College,61913,17/04/17,,3,3,0,1
01/06/17,149,34,Female,C20,College,61913,17/04/17,,3,3,0,1
01/07/17,149,34,Female,C20,College,61913,17/04/17,22/07/17,3,3,0,1
01/01/16,150,37,Male,C17,College,29013,22/04/13,,1,3,714090,2
01/02/16,150,37,Male,C17,College,29013,22/04/13,,1,3,711250,2
01/03/16,150,37,Male,C17,College,29013,22/04/13,,1,3,1825130,2
01/04/16,150,37,Male,C17,College,29013,22/04/13,,1,3,202150,3
01/05/16,150,37,Male,C17,College,29013,22/04/13,,1,3,343360,3
01/06/16,150,37,Male,C17,College,29013,22/04/13,,1,3,737400,3
01/07/16,150,37,Male,C17,College,29013,22/04/13,,1,3,893440,3
01/08/16,150,37,Male,C17,College,29013,22/04/13,,1,3,547950,3
01/09/16,150,37,Male,C17,College,29013,22/04/13,,1,3,1028020,3
01/10/16,150,37,Male,C17,College,29013,22/04/13,,1,3,346350,3
01/11/16,150,37,Male,C17,College,29013,22/04/13,,1,3,502440,3
01/12/16,150,38,Male,C17,College,29013,22/04/13,,1,3,1180000,3
01/01/17,150,38,Male,C17,College,29013,22/04/13,,1,3,1972440,3
01/02/17,150,38,Male,C17,College,29013,22/04/13,,1,3,800680,3
01/03/17,150,38,Male,C17,College,29013,22/04/13,,1,3,1394090,3
01/04/17,150,38,Male,C17,College,29013,22/04/13,,1,3,800770,4
01/05/17,150,38,Male,C17,College,29013,22/04/13,,1,3,3569300,4
01/06/17,150,38,Male,C17,College,29013,22/04/13,,1,3,799270,4
01/07/17,150,38,Male,C17,College,29013,22/04/13,,1,3,1748500,3
01/08/17,150,38,Male,C17,College,29013,22/04/13,,1,3,405160,3
01/09/17,150,38,Male,C17,College,29013,22/04/13,,1,3,710510,3
01/10/17,150,38,Male,C17,College,29013,22/04/13,,1,3,703820,3
01/11/17,150,38,Male,C17,College,29013,22/04/13,,1,3,1138440,3
01/12/17,150,39,Male,C17,College,29013,22/04/13,,1,3,1198920,3
01/09/16,151,30,Male,C15,College,89602,15/09/16,,4,4,0,1
01/10/16,151,30,Male,C15,College,89602,15/09/16,,4,4,150170,1
01/11/16,151,30,Male,C15,College,89602,15/09/16,,4,4,300000,1
01/12/16,151,30,Male,C15,College,89602,15/09/16,,4,4,500000,1
01/01/17,151,30,Male,C15,College,89602,15/09/16,21/01/17,4,4,0,1
01/01/16,152,31,Male,C17,College,31547,03/06/15,,1,2,269000,1
01/02/16,152,31,Male,C17,College,31547,03/06/15,,1,2,430530,1
01/03/16,152,31,Male,C17,College,31547,03/06/15,,1,2,159830,1
01/04/16,152,31,Male,C17,College,31547,03/06/15,,1,2,240710,2
01/05/16,152,31,Male,C17,College,31547,03/06/15,,1,2,319650,2
01/06/16,152,31,Male,C17,College,31547,03/06/15,15/06/16,1,2,0,2
01/01/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,0,1
01/02/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,0,1
01/03/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,0,1
01/04/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,0,1
01/05/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,0,1
01/06/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,0,1
01/07/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,1156400,2
01/08/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,0,2
01/09/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,200000,2
01/10/16,153,37,Female,C22,Bachelor,148588,14/10/15,,5,5,116400,1
01/11/16,153,38,Female,C22,Bachelor,148588,14/10/15,19/11/16,5,5,0,1
01/07/17,154,30,Male,C21,Bachelor,47211,03/07/17,,1,1,0,1
01/08/17,154,30,Male,C21,Bachelor,47211,03/07/17,,1,1,0,1
01/09/17,154,30,Male,C21,Bachelor,47211,03/07/17,,1,1,0,1
01/10/17,154,30,Male,C21,Bachelor,47211,03/07/17,18/10/17,1,1,0,1
01/01/16,155,27,Male,C26,Bachelor,118363,10/09/14,,2,3,434000,2
01/02/16,155,27,Male,C26,Bachelor,118363,10/09/14,26/02/16,2,3,1168380,2
01/01/16,156,41,Female,C9,Bachelor,41046,01/07/15,,1,1,0,1
01/02/16,156,41,Female,C9,Bachelor,41046,01/07/15,,1,1,0,1
01/03/16,156,41,Female,C9,Bachelor,41046,01/07/15,29/02/16,1,1,0,1
01/07/17,158,26,Male,C22,Bachelor,45832,03/07/17,,1,1,0,1
01/08/17,158,26,Male,C22,Bachelor,45832,03/07/17,,1,1,0,1
01/09/17,158,26,Male,C22,Bachelor,45832,03/07/17,23/09/17,1,1,0,1
01/01/16,159,43,Female,C4,Bachelor,30121,21/07/14,,1,1,911970,4
01/02/16,159,43,Female,C4,Bachelor,30121,21/07/14,,1,1,836500,4
01/03/16,159,43,Female,C4,Bachelor,30121,21/07/14,,1,1,2197090,4
01/04/16,159,43,Female,C4,Bachelor,30121,21/07/14,,1,1,145500,2
01/05/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,443870,2
01/06/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,109120,2
01/07/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,150080,2
01/08/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,100050,2
01/09/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,523780,2
01/10/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,400030,2
01/11/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,0,2
01/12/16,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,0,2
01/01/17,159,44,Female,C4,Bachelor,30121,21/07/14,,1,1,309690,1
01/02/17,159,44,Female,C4,Bachelor,30121,21/07/14,17/02/17,1,1,150460,1
01/01/16,161,37,Male,C25,Master,35793,19/06/15,,1,1,0,1
01/02/16,161,37,Male,C25,Master,35793,19/06/15,,1,1,0,1
01/03/16,161,37,Male,C25,Master,35793,19/06/15,,1,1,0,1
01/04/16,161,38,Male,C25,Master,35793,19/06/15,29/03/16,1,1,0,1
01/11/16,162,35,Male,C2,Bachelor,100064,31/10/16,,3,3,0,1
01/01/17,162,36,Male,C2,Bachelor,100064,31/10/16,30/12/16,3,3,0,1
01/05/17,163,29,Male,C6,College,25731,08/05/17,,1,1,0,1
01/06/17,163,29,Male,C6,College,25731,08/05/17,,1,1,0,1
01/07/17,163,29,Male,C6,College,25731,08/05/17,,1,1,0,1
01/08/17,163,29,Male,C6,College,25731,08/05/17,,1,1,0,1
01/09/17,163,29,Male,C6,College,25731,08/05/17,27/09/17,1,1,0,1
01/06/16,164,36,Female,C26,College,106171,17/06/16,,1,4,0,1
01/07/16,164,36,Female,C26,College,106171,17/06/16,,1,4,0,1
01/08/16,164,36,Female,C26,College,106171,17/06/16,,1,4,0,1
01/09/16,164,36,Female,C26,College,106171,17/06/16,,1,4,0,1
01/10/16,164,36,Female,C26,College,106171,17/06/16,,1,4,1000000,2
01/11/16,164,36,Female,C26,College,106171,17/06/16,,1,4,970030,2
01/12/16,164,36,Female,C26,College,106171,17/06/16,,1,4,0,2
01/01/17,164,36,Female,C26,College,106171,17/06/16,,1,4,575510,1
01/02/17,164,37,Female,C26,College,106171,17/06/16,,1,4,1470000,1
01/03/17,164,37,Female,C26,College,106171,17/06/16,,1,4,860000,1
01/04/17,164,37,Female,C26,College,106171,17/06/16,,1,4,1620000,3
01/05/17,164,37,Female,C26,College,106171,17/06/16,,1,4,0,3
01/06/17,164,37,Female,C26,College,106171,17/06/16,,1,4,2000000,3
01/07/17,164,37,Female,C26,College,106171,17/06/16,,1,4,198030,1
01/08/17,164,37,Female,C26,College,106171,17/06/16,,1,4,801680,1
01/09/17,164,37,Female,C26,College,106171,17/06/16,,1,4,0,1
01/10/17,164,37,Female,C26,College,106171,17/06/16,,1,4,900000,1
01/11/17,164,37,Female,C26,College,106171,17/06/16,27/11/17,1,4,0,1
01/01/16,165,25,Female,C21,Master,76307,16/10/15,15/01/16,2,2,0,1
01/01/16,167,26,Male,C18,Bachelor,35283,02/03/15,,1,1,0,2
01/02/16,167,26,Male,C18,Bachelor,35283,02/03/15,,1,1,100740,2
01/03/16,167,26,Male,C18,Bachelor,35283,02/03/15,,1,1,1053880,2
01/04/16,167,26,Male,C18,Bachelor,35283,02/03/15,,1,1,0,1
01/05/16,167,26,Male,C18,Bachelor,35283,02/03/15,06/05/16,1,1,0,1
01/10/16,168,25,Male,C15,Master,33057,07/10/16,,2,2,0,3
01/11/16,168,25,Male,C15,Master,33057,07/10/16,,2,2,514050,3
01/12/16,168,25,Male,C15,Master,33057,07/10/16,,2,2,1270190,3
01/01/17,168,25,Male,C15,Master,33057,07/10/16,,2,2,1687410,3
01/02/17,168,25,Male,C15,Master,33057,07/10/16,,2,2,1231770,3
01/03/17,168,25,Male,C15,Master,33057,07/10/16,,2,2,955500,3
01/04/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,291010,4
01/05/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,1959300,4
01/06/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,318070,4
01/07/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,450000,3
01/08/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,531430,3
01/09/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,1090270,3
01/10/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,441850,3
01/11/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,749320,3
01/12/17,168,26,Male,C15,Master,33057,07/10/16,,2,2,597400,3
01/01/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,717010,2
01/02/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,265570,2
01/03/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,590880,2
01/04/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,100340,3
01/05/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,495580,3
01/06/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,350510,3
01/07/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,856330,4
01/08/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,456160,4
01/09/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,1394770,4
01/10/16,169,33,Male,C14,Master,38409,01/05/15,,2,2,151580,1
01/11/16,169,34,Male,C14,Master,38409,01/05/15,,2,2,442640,1
01/12/16,169,34,Male,C14,Master,38409,01/05/15,29/11/16,2,2,-582010,1
01/07/16,170,35,Male,C7,Master,91458,04/07/16,,3,3,0,2
01/08/16,170,35,Male,C7,Master,91458,04/07/16,,3,3,0,2
01/09/16,170,35,Male,C7,Master,91458,04/07/16,,3,3,1987680,2
01/10/16,170,35,Male,C7,Master,91458,04/07/16,,3,3,0,1
01/11/16,170,35,Male,C7,Master,91458,04/07/16,23/11/16,3,3,0,1
01/01/16,171,43,Female,C23,Bachelor,56242,24/08/15,,2,2,401590,3
01/02/16,171,43,Female,C23,Bachelor,56242,24/08/15,,2,2,500000,3
01/03/16,171,44,Female,C23,Bachelor,56242,24/08/15,,2,2,2564590,3
01/04/16,171,44,Female,C23,Bachelor,56242,24/08/15,,2,2,0,1
01/05/16,171,44,Female,C23,Bachelor,56242,24/08/15,,2,2,0,1
01/06/16,171,44,Female,C23,Bachelor,56242,24/08/15,,2,2,0,1
01/07/16,171,44,Female,C23,Bachelor,56242,24/08/15,21/07/16,2,2,0,1
01/01/16,172,41,Female,C6,Master,101395,07/11/14,,2,3,1464980,2
01/02/16,172,41,Female,C6,Master,101395,07/11/14,,2,3,345250,2
01/03/16,172,41,Female,C6,Master,101395,07/11/14,,2,3,1003650,2
01/04/16,172,41,Female,C6,Master,101395,07/11/14,,2,3,0,4
01/05/16,172,41,Female,C6,Master,101395,07/11/14,,2,3,1442210,4
01/06/16,172,41,Female,C6,Master,101395,07/11/14,,2,3,1109760,4
01/07/16,172,41,Female,C6,Master,101395,07/11/14,29/06/16,2,3,0,1
01/01/16,173,37,Male,C28,College,56174,13/06/11,,1,3,1295750,2
01/02/16,173,37,Male,C28,College,56174,13/06/11,,1,3,441860,2
01/03/16,173,37,Male,C28,College,56174,13/06/11,,1,3,825450,2
01/04/16,173,37,Male,C28,College,56174,13/06/11,,1,3,119860,3
01/05/16,173,38,Male,C28,College,56174,13/06/11,,1,3,800000,3
01/06/16,173,38,Male,C28,College,56174,13/06/11,,1,3,639770,3
01/07/16,173,38,Male,C28,College,56174,13/06/11,,1,3,376000,3
01/08/16,173,38,Male,C28,College,56174,13/06/11,,1,3,1659570,3
01/09/16,173,38,Male,C28,College,56174,13/06/11,,1,3,300000,3
01/10/16,173,38,Male,C28,College,56174,13/06/11,,1,3,2134290,4
01/11/16,173,38,Male,C28,College,56174,13/06/11,,1,3,422220,4
01/12/16,173,38,Male,C28,College,56174,13/06/11,,1,3,1020370,4
01/01/17,173,38,Male,C28,College,56174,13/06/11,,1,3,1323790,2
01/02/17,173,38,Male,C28,College,56174,13/06/11,,1,3,1118530,2
01/03/17,173,38,Male,C28,College,56174,13/06/11,,1,3,1561740,2
01/04/17,173,38,Male,C28,College,56174,13/06/11,,1,3,544880,3
01/05/17,173,39,Male,C28,College,56174,13/06/11,,1,3,897660,3
01/06/17,173,39,Male,C28,College,56174,13/06/11,,1,3,672490,3
01/07/17,173,39,Male,C28,College,56174,13/06/11,,1,3,470850,2
01/08/17,173,39,Male,C28,College,56174,13/06/11,,1,3,416200,2
01/09/17,173,39,Male,C28,College,56174,13/06/11,,1,3,541860,2
01/10/17,173,39,Male,C28,College,56174,13/06/11,,1,3,475020,3
01/11/17,173,39,Male,C28,College,56174,13/06/11,,1,3,1102120,3
01/12/17,173,39,Male,C28,College,56174,13/06/11,,1,3,706010,3
01/01/16,174,39,Female,C21,Bachelor,22065,27/07/15,,1,1,642400,3
01/02/16,174,39,Female,C21,Bachelor,22065,27/07/15,,1,1,760680,3
01/03/16,174,39,Female,C21,Bachelor,22065,27/07/15,,1,1,1567420,3
01/04/16,174,39,Female,C21,Bachelor,22065,27/07/15,,1,1,0,1
01/05/16,174,39,Female,C21,Bachelor,22065,27/07/15,04/05/16,1,1,0,1
01/01/16,175,30,Male,C13,College,27889,22/09/15,,1,1,0,1
01/02/16,175,31,Male,C13,College,27889,22/09/15,,1,1,0,1
01/03/16,175,31,Male,C13,College,27889,22/09/15,,1,1,293500,1
01/04/16,175,31,Male,C13,College,27889,22/09/15,,1,1,-273920,1
01/05/16,175,31,Male,C13,College,27889,22/09/15,04/05/16,1,1,0,1
01/05/17,176,33,Male,C15,College,21276,04/05/17,,1,1,0,1
01/06/17,176,33,Male,C15,College,21276,04/05/17,,1,1,0,1
01/07/17,176,33,Male,C15,College,21276,04/05/17,,1,1,0,1
01/08/17,176,34,Male,C15,College,21276,04/05/17,29/07/17,1,1,0,1
01/01/16,177,30,Male,C4,Bachelor,43053,14/12/15,,1,1,0,1
01/02/16,177,30,Male,C4,Bachelor,43053,14/12/15,,1,1,0,1
01/03/16,177,30,Male,C4,Bachelor,43053,14/12/15,,1,1,600000,1
01/04/16,177,30,Male,C4,Bachelor,43053,14/12/15,,1,1,0,1
01/05/16,177,30,Male,C4,Bachelor,43053,14/12/15,,1,1,0,1
01/06/16,177,31,Male,C4,Bachelor,43053,14/12/15,10/06/16,1,1,0,1
01/01/16,178,23,Female,C7,College,36637,11/09/15,,2,2,0,1
01/02/16,178,23,Female,C7,College,36637,11/09/15,,2,2,199000,1
01/03/16,178,23,Female,C7,College,36637,11/09/15,,2,2,108040,1
01/04/16,178,23,Female,C7,College,36637,11/09/15,,2,2,0,1
01/05/16,178,23,Female,C7,College,36637,11/09/15,,2,2,191960,1
01/06/16,178,23,Female,C7,College,36637,11/09/15,,2,2,0,1
01/07/16,178,23,Female,C7,College,36637,11/09/15,,2,2,0,1
01/08/16,178,23,Female,C7,College,36637,11/09/15,,2,2,160200,1
01/09/16,178,23,Female,C7,College,36637,11/09/15,26/09/16,2,2,-109200,1
01/01/16,179,26,Female,C11,Master,24490,26/05/15,,1,1,203420,2
01/02/16,179,26,Female,C11,Master,24490,26/05/15,,1,1,449310,2
01/03/16,179,26,Female,C11,Master,24490,26/05/15,,1,1,823030,2
01/04/16,179,26,Female,C11,Master,24490,26/05/15,,1,1,141020,1
01/05/16,179,26,Female,C11,Master,24490,26/05/15,04/05/16,1,1,0,1
01/01/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/02/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/03/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/04/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/05/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/06/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/07/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/08/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/09/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/10/16,180,34,Male,C29,Bachelor,95694,26/06/15,,2,4,0,1
01/11/16,180,34,Male,C29,Bachelor,95694,26/06/15,15/11/16,2,4,0,1
01/11/17,181,30,Female,C17,Master,26926,06/11/17,,3,3,0,1
01/12/17,181,30,Female,C17,Master,26926,06/11/17,,3,3,0,1
01/01/17,182,32,Male,C22,Master,25832,13/01/17,,1,1,0,1
01/02/17,182,32,Male,C22,Master,25832,13/01/17,,1,1,0,1
01/03/17,182,32,Male,C22,Master,25832,13/01/17,,1,1,187300,1
01/04/17,182,32,Male,C22,Master,25832,13/01/17,,1,1,0,2
01/05/17,182,32,Male,C22,Master,25832,13/01/17,,1,1,0,2
01/06/17,182,32,Male,C22,Master,25832,13/01/17,,1,1,679020,2
01/07/17,182,32,Male,C22,Master,25832,13/01/17,04/07/17,1,1,0,1
01/11/16,183,26,Female,C23,Master,43263,03/11/16,,1,1,0,1
01/12/16,183,26,Female,C23,Master,43263,03/11/16,,1,1,0,1
01/01/17,183,26,Female,C23,Master,43263,03/11/16,,1,1,0,1
01/02/17,183,26,Female,C23,Master,43263,03/11/16,,1,1,150710,1
01/03/17,183,26,Female,C23,Master,43263,03/11/16,,1,1,610420,1
01/04/17,183,26,Female,C23,Master,43263,03/11/16,,1,1,142670,1
01/05/17,183,26,Female,C23,Master,43263,03/11/16,25/05/17,1,1,0,1
01/04/17,184,33,Female,C21,Master,62199,12/04/17,,2,2,0,2
01/05/17,184,34,Female,C21,Master,62199,12/04/17,,2,2,0,2
01/06/17,184,34,Female,C21,Master,62199,12/04/17,,2,2,903160,2
01/07/17,184,34,Female,C21,Master,62199,12/04/17,05/07/17,2,2,0,1
01/01/16,185,29,Male,C1,College,82120,30/11/13,,1,3,253000,1
01/02/16,185,29,Male,C1,College,82120,30/11/13,,1,3,500000,1
01/03/16,185,29,Male,C1,College,82120,30/11/13,,1,3,621040,1
01/04/16,185,29,Male,C1,College,82120,30/11/13,,1,3,250000,2
01/05/16,185,29,Male,C1,College,82120,30/11/13,,1,3,492530,2
01/06/16,185,29,Male,C1,College,82120,30/11/13,,1,3,0,2
01/07/16,185,29,Male,C1,College,82120,30/11/13,,1,3,300000,1
01/08/16,185,29,Male,C1,College,82120,30/11/13,18/08/16,1,3,0,1
01/11/16,187,34,Male,C26,Bachelor,20922,02/11/16,,2,2,0,1
01/12/16,187,34,Male,C26,Bachelor,20922,02/11/16,,2,2,0,1
01/01/17,187,34,Male,C26,Bachelor,20922,02/11/16,,2,2,151600,1
01/02/17,187,34,Male,C26,Bachelor,20922,02/11/16,,2,2,0,1
01/03/17,187,34,Male,C26,Bachelor,20922,02/11/16,15/03/17,2,2,0,1
01/11/16,188,33,Male,C12,College,36483,15/11/16,,2,2,0,1
01/12/16,188,33,Male,C12,College,36483,15/11/16,,2,2,0,1
01/01/17,188,33,Male,C12,College,36483,15/11/16,,2,2,151230,1
01/02/17,188,33,Male,C12,College,36483,15/11/16,,2,2,450000,1
01/03/17,188,33,Male,C12,College,36483,15/11/16,,2,2,250000,1
01/04/17,188,33,Male,C12,College,36483,15/11/16,,2,2,150350,1
01/05/17,188,33,Male,C12,College,36483,15/11/16,,2,2,200000,1
01/06/17,188,33,Male,C12,College,36483,15/11/16,,2,2,150230,1
01/07/17,188,33,Male,C12,College,36483,15/11/16,,2,2,153530,2
01/08/17,188,33,Male,C12,College,36483,15/11/16,,2,2,345250,2
01/09/17,188,33,Male,C12,College,36483,15/11/16,,2,2,150080,2
01/10/17,188,33,Male,C12,College,36483,15/11/16,,2,2,150390,1
01/11/17,188,34,Male,C12,College,36483,15/11/16,,2,2,101710,1
01/12/17,188,34,Male,C12,College,36483,15/11/16,,2,2,263920,1
01/01/16,190,35,Female,C1,College,108051,07/11/15,,4,4,0,1
01/02/16,190,35,Female,C1,College,108051,07/11/15,,4,4,0,1
01/03/16,190,35,Female,C1,College,108051,07/11/15,,4,4,0,1
01/04/16,190,35,Female,C1,College,108051,07/11/15,,4,4,0,1
01/05/16,190,35,Female,C1,College,108051,07/11/15,,4,4,0,1
01/06/16,190,35,Female,C1,College,108051,07/11/15,,4,4,0,1
01/07/16,190,35,Female,C1,College,108051,07/11/15,,4,4,0,1
01/08/16,190,36,Female,C1,College,108051,07/11/15,,4,4,121980,1
01/09/16,190,36,Female,C1,College,108051,07/11/15,,4,4,0,1
01/10/16,190,36,Female,C1,College,108051,07/11/15,,4,4,0,1
01/11/16,190,36,Female,C1,College,108051,07/11/15,02/11/16,4,4,0,1
01/12/16,191,26,Female,C11,Master,63380,19/12/16,,3,3,0,1
01/01/17,191,26,Female,C11,Master,63380,19/12/16,,3,3,306800,2
01/02/17,191,26,Female,C11,Master,63380,19/12/16,,3,3,444180,2
01/03/17,191,26,Female,C11,Master,63380,19/12/16,,3,3,1261350,2
01/04/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,0,2
01/05/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,626950,2
01/06/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,173480,2
01/07/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,4165680,4
01/08/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,1249420,4
01/09/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,356800,4
01/10/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,1150030,3
01/11/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,128040,3
01/12/17,191,27,Female,C11,Master,63380,19/12/16,,3,3,803360,3
01/04/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,0,1
01/05/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,0,1
01/06/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,405330,1
01/07/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,742520,2
01/08/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,602550,2
01/09/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,0,2
01/10/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,661840,1
01/11/17,192,37,Female,C9,Bachelor,66952,10/04/17,,3,3,0,1
