INSTRUMENTO,FECHA,TIPO VALOR,PRECIO SUCIO,PRECIO LIMPIO,DIAS X VENCER,RENDIMIENTO,TASA CUPON
M_BONOS_170615,10/03/2017,M,100.749847,99.569291,97,6.6,0.05
M_BONOS_171214,10/03/2017,M,102.631329,100.801468,279,6.65,0.0775
M_BONOS_180614,10/03/2017,M,98.614071,97.492543,461,6.82,0.0475
M_BONOS_181213,10/03/2017,M,104.651049,102.644105,643,6.89,0.085
M_BONOS_191211,10/03/2017,M,96.318651,95.138095,1006,6.94,0.05
M_BONOS_200611,10/03/2017,M,104.656562,102.767673,1189,7.04,0.08
M_BONOS_210610,10/03/2017,M,99.360443,97.825721,1553,7.09,0.065
M_BONOS_220609,10/03/2017,M,98.726448,97.191726,1917,7.14,0.065
M_BONOS_231207,10/03/2017,M,105.969105,104.080216,2463,7.23,0.08
M_BONOS_241205,10/03/2017,M,118.324365,115.963254,2827,7.29,0.1
M_BONOS_260305,10/03/2017,M,92.192909,89.381798,3282,7.37,0.0575
M_BONOS_270603,10/03/2017,M,101.967359,100.196526,3737,7.47,0.075
M_BONOS_290531,10/03/2017,M,109.466503,107.459559,4465,7.56,0.085
M_BONOS_310529,10/03/2017,M,102.675849,100.845988,5193,7.65,0.0775
M_BONOS_341123,10/03/2017,M,101.811138,99.981277,6467,7.75,0.0775
M_BONOS_361120,10/03/2017,M,124.662552,122.301441,7195,7.78,0.1
M_BONOS_381118,10/03/2017,M,109.294175,107.287231,7923,7.8,0.085
M_BONOS_421113,10/03/2017,M,101.037208,99.207347,9379,7.82,0.0775
M_BONOS_471107,10/03/2017,M,102.082272,101.748939,11199,7.85,0.08
M_BONOS_170615,13/03/2017,M,100.822204,99.599982,94,6.53,0.05
M_BONOS_171214,13/03/2017,M,102.687284,100.79284,276,6.65,0.0775
M_BONOS_180614,13/03/2017,M,98.692777,97.531666,458,6.8,0.0475
M_BONOS_181213,13/03/2017,M,104.760482,102.682704,640,6.86,0.085
M_BONOS_191211,13/03/2017,M,96.446063,95.223841,1003,6.91,0.05
M_BONOS_200611,13/03/2017,M,104.805356,102.8498,1186,7.01,0.08
M_BONOS_210610,13/03/2017,M,99.490348,97.901459,1550,7.07,0.065
M_BONOS_220609,13/03/2017,M,98.912904,97.324015,1914,7.11,0.065
M_BONOS_231207,13/03/2017,M,106.19561,104.240054,2460,7.2,0.08
M_BONOS_241205,13/03/2017,M,118.589718,116.145274,2824,7.26,0.1
M_BONOS_260305,13/03/2017,M,92.493263,89.634235,3279,7.33,0.0575
M_BONOS_270603,13/03/2017,M,102.315884,100.482551,3734,7.43,0.075
M_BONOS_290531,13/03/2017,M,109.785203,107.707425,4462,7.53,0.085
M_BONOS_310529,13/03/2017,M,103.088753,101.194309,5190,7.61,0.0775
M_BONOS_341123,13/03/2017,M,102.261144,100.3667,6464,7.71,0.0775
M_BONOS_361120,13/03/2017,M,125.212529,122.768085,7192,7.74,0.1
M_BONOS_381118,13/03/2017,M,109.806261,107.728483,7920,7.76,0.085
M_BONOS_421113,13/03/2017,M,101.653573,99.759129,9376,7.77,0.0775
M_BONOS_471107,13/03/2017,M,102.737849,102.337849,11196,7.8,0.08
M_BONOS_170615,14/03/2017,M,100.84272,99.606609,93,6.52,0.05
M_BONOS_171214,14/03/2017,M,102.676342,100.76037,275,6.69,0.0775
M_BONOS_180614,14/03/2017,M,98.6758,97.501494,457,6.83,0.0475
M_BONOS_181213,14/03/2017,M,104.746587,102.645198,639,6.88,0.085
M_BONOS_191211,14/03/2017,M,96.415865,95.179754,1002,6.93,0.05
M_BONOS_200611,14/03/2017,M,104.766484,102.788706,1185,7.03,0.08
M_BONOS_210610,14/03/2017,M,99.437377,97.830433,1549,7.09,0.065
M_BONOS_220609,14/03/2017,M,98.80342,97.196476,1913,7.14,0.065
M_BONOS_231207,14/03/2017,M,106.052747,104.074969,2459,7.23,0.08
M_BONOS_241205,14/03/2017,M,118.418521,115.946299,2823,7.29,0.1
M_BONOS_260305,14/03/2017,M,92.450505,89.575505,3278,7.34,0.0575
M_BONOS_270603,14/03/2017,M,102.336616,100.482449,3733,7.43,0.075
M_BONOS_290531,14/03/2017,M,109.807743,107.706354,4461,7.53,0.085
M_BONOS_310529,14/03/2017,M,103.022827,101.106855,5189,7.62,0.0775
M_BONOS_341123,14/03/2017,M,102.089632,100.17366,6463,7.73,0.0775
M_BONOS_361120,14/03/2017,M,125.238939,122.766717,7191,7.74,0.1
M_BONOS_381118,14/03/2017,M,109.607949,107.50656,7919,7.78,0.085
M_BONOS_421113,14/03/2017,M,101.453807,99.537835,9375,7.79,0.0775
M_BONOS_471107,14/03/2017,M,102.522972,102.10075,11195,7.82,0.08
M_BONOS_170615,15/03/2017,M,100.828267,99.578267,92,6.65,0.05
M_BONOS_171214,15/03/2017,M,102.717229,100.779729,274,6.66,0.0775
M_BONOS_180614,15/03/2017,M,98.799964,97.612464,456,6.74,0.0475
M_BONOS_181213,15/03/2017,M,104.917003,102.792003,638,6.79,0.085
M_BONOS_191211,15/03/2017,M,96.676181,95.426181,1001,6.83,0.05
M_BONOS_200611,15/03/2017,M,105.051895,103.051895,1184,6.94,0.08
M_BONOS_210610,15/03/2017,M,99.781716,98.156716,1548,7,0.065
M_BONOS_220609,15/03/2017,M,99.166125,97.541125,1912,7.06,0.065
M_BONOS_231207,15/03/2017,M,106.565647,104.565647,2458,7.14,0.08
M_BONOS_241205,15/03/2017,M,119.092471,116.592471,2822,7.19,0.1
M_BONOS_260305,15/03/2017,M,93.022036,90.131064,3277,7.25,0.0575
M_BONOS_270603,15/03/2017,M,102.860569,100.985569,3732,7.36,0.075
M_BONOS_290531,15/03/2017,M,110.418866,108.293866,4460,7.46,0.085
M_BONOS_310529,15/03/2017,M,103.8337,101.8962,5188,7.53,0.0775
M_BONOS_341123,15/03/2017,M,102.886321,100.948821,6462,7.65,0.0775
M_BONOS_361120,15/03/2017,M,126.214826,123.714826,7190,7.66,0.1
M_BONOS_381118,15/03/2017,M,110.633566,108.508566,7918,7.69,0.085
M_BONOS_421113,15/03/2017,M,102.589653,100.652153,9374,7.69,0.0775
M_BONOS_471107,15/03/2017,M,103.858196,103.413752,11194,7.71,0.08
M_BONOS_170615,16/03/2017,M,100.878665,99.614776,91,6.52,0.05
M_BONOS_171214,16/03/2017,M,102.787383,100.828355,273,6.59,0.0775
M_BONOS_180614,16/03/2017,M,98.888603,97.687909,455,6.68,0.0475
M_BONOS_181213,16/03/2017,M,104.919724,102.771113,637,6.8,0.085
M_BONOS_191211,16/03/2017,M,96.645783,95.381894,1000,6.85,0.05
M_BONOS_200611,16/03/2017,M,105.012817,102.990595,1183,6.96,0.08
M_BONOS_210610,16/03/2017,M,99.728468,98.085412,1547,7.02,0.065
M_BONOS_220609,16/03/2017,M,99.056324,97.413268,1911,7.09,0.065
M_BONOS_231207,16/03/2017,M,106.422153,104.399931,2457,7.17,0.08
M_BONOS_241205,16/03/2017,M,118.855193,116.327415,2821,7.23,0.1
M_BONOS_260305,16/03/2017,M,90.010259,90.010259,3276,7.27,0.0575
M_BONOS_270603,16/03/2017,M,102.59332,100.697487,3731,7.4,0.075
M_BONOS_290531,16/03/2017,M,110.188588,108.039977,4459,7.49,0.085
M_BONOS_310529,16/03/2017,M,103.855017,101.895989,5187,7.53,0.0775
M_BONOS_341123,16/03/2017,M,103.005276,101.046248,6461,7.64,0.0775
M_BONOS_361120,16/03/2017,M,126.121897,123.594119,7189,7.67,0.1
M_BONOS_381118,16/03/2017,M,110.544677,108.396066,7917,7.7,0.085
M_BONOS_421113,16/03/2017,M,102.611154,100.652126,9373,7.69,0.0775
M_BONOS_471107,16/03/2017,M,103.880019,103.413352,11193,7.71,0.08
M_BONOS_170615,17/03/2017,M,100.896642,99.618864,90,6.52,0.05
M_BONOS_171214,17/03/2017,M,102.783912,100.803356,272,6.62,0.0775
M_BONOS_180614,17/03/2017,M,98.871491,97.657602,454,6.71,0.0475
M_BONOS_181213,17/03/2017,M,104.98936,102.817138,636,6.77,0.085
M_BONOS_191211,17/03/2017,M,96.688053,95.410275,999,6.84,0.05
M_BONOS_200611,17/03/2017,M,105.091711,103.047267,1182,6.94,0.08
M_BONOS_210610,17/03/2017,M,99.819856,98.158745,1546,7,0.065
M_BONOS_220609,17/03/2017,M,99.161375,97.500264,1910,7.07,0.065
M_BONOS_231207,17/03/2017,M,106.661988,104.617544,2456,7.13,0.08
M_BONOS_241205,17/03/2017,M,119.139207,116.583651,2820,7.19,0.1
M_BONOS_260305,17/03/2017,M,90.213004,90.197032,3275,7.24,0.0575
M_BONOS_270603,17/03/2017,M,103.118455,101.201788,3730,7.33,0.075
M_BONOS_290531,17/03/2017,M,110.717297,108.545075,4458,7.43,0.085
M_BONOS_310529,17/03/2017,M,104.141324,102.160768,5186,7.5,0.0775
M_BONOS_341123,17/03/2017,M,103.614563,101.634007,6460,7.58,0.0775
M_BONOS_361120,17/03/2017,M,127.10732,124.551764,7188,7.59,0.1
M_BONOS_381118,17/03/2017,M,111.469429,109.297207,7916,7.62,0.085
M_BONOS_421113,17/03/2017,M,103.310782,101.330226,9372,7.63,0.0775
M_BONOS_471107,17/03/2017,M,104.874881,104.385992,11192,7.63,0.08
M_BONOS_170615,21/03/2017,M,100.942907,99.609574,86,6.63,0.05
M_BONOS_171214,21/03/2017,M,102.800568,100.733901,268,6.7,0.0775
M_BONOS_180614,21/03/2017,M,98.932391,97.665724,450,6.72,0.0475
M_BONOS_181213,21/03/2017,M,105.050423,102.783756,632,6.78,0.085
M_BONOS_191211,21/03/2017,M,96.760321,95.426988,995,6.84,0.05
M_BONOS_200611,21/03/2017,M,105.112631,102.979298,1178,6.96,0.08
M_BONOS_210610,21/03/2017,M,99.860114,98.126781,1542,7.01,0.065
M_BONOS_220609,21/03/2017,M,99.195062,97.461729,1906,7.08,0.065
M_BONOS_231207,21/03/2017,M,106.799803,104.66647,2452,7.12,0.08
M_BONOS_241205,21/03/2017,M,119.42842,116.761753,2816,7.16,0.1
M_BONOS_260305,21/03/2017,M,90.531368,90.451507,3271,7.2,0.0575
M_BONOS_270603,21/03/2017,M,103.490453,101.490453,3726,7.29,0.075
M_BONOS_290531,21/03/2017,M,111.48658,109.219913,4454,7.35,0.085
M_BONOS_310529,21/03/2017,M,104.492355,102.425688,5182,7.47,0.0775
M_BONOS_341123,21/03/2017,M,104.094756,102.028089,6456,7.54,0.0775
M_BONOS_361120,21/03/2017,M,127.696148,125.029481,7184,7.55,0.1
M_BONOS_381118,21/03/2017,M,112.245636,109.978969,7912,7.56,0.085
M_BONOS_421113,21/03/2017,M,104.197017,102.13035,9368,7.56,0.0775
M_BONOS_471107,21/03/2017,M,105.454385,104.876607,11188,7.59,0.08
M_BONOS_170615,22/03/2017,M,100.975036,99.627814,85,6.57,0.05
M_BONOS_171214,22/03/2017,M,102.855332,100.767138,267,6.65,0.0775
M_BONOS_180614,22/03/2017,M,98.962147,97.682286,449,6.71,0.0475
M_BONOS_181213,22/03/2017,M,105.10307,102.812792,631,6.76,0.085
M_BONOS_191211,22/03/2017,M,96.850692,95.50347,994,6.81,0.05
M_BONOS_200611,22/03/2017,M,105.250073,103.094517,1177,6.92,0.08
M_BONOS_210610,22/03/2017,M,100.023508,98.272119,1541,6.97,0.065
M_BONOS_220609,22/03/2017,M,99.428762,97.677373,1905,7.03,0.065
M_BONOS_231207,22/03/2017,M,107.149819,104.994263,2451,7.06,0.08
M_BONOS_241205,22/03/2017,M,119.778739,117.084295,2815,7.11,0.1
M_BONOS_260305,22/03/2017,M,90.921245,90.825412,3270,7.14,0.0575
M_BONOS_270603,22/03/2017,M,103.874349,101.853516,3725,7.24,0.075
M_BONOS_290531,22/03/2017,M,111.850787,109.560509,4453,7.31,0.085
M_BONOS_310529,22/03/2017,M,105.137516,103.049322,5181,7.4,0.0775
M_BONOS_341123,22/03/2017,M,104.712052,102.623858,6455,7.48,0.0775
M_BONOS_361120,22/03/2017,M,128.330866,125.636422,7183,7.5,0.1
M_BONOS_381118,22/03/2017,M,112.843374,110.553096,7911,7.51,0.085
M_BONOS_421113,22/03/2017,M,104.796251,102.708057,9367,7.51,0.0775
M_BONOS_471107,22/03/2017,M,105.972308,105.372308,11187,7.55,0.08
M_BONOS_170615,23/03/2017,M,100.997728,99.636617,84,6.55,0.05
M_BONOS_171214,23/03/2017,M,102.888353,100.778631,266,6.63,0.0775
M_BONOS_180614,23/03/2017,M,99.026585,97.733529,448,6.67,0.0475
M_BONOS_181213,23/03/2017,M,105.205396,102.891507,630,6.71,0.085
M_BONOS_191211,23/03/2017,M,96.98924,95.628129,993,6.76,0.05
M_BONOS_200611,23/03/2017,M,105.446335,103.268557,1176,6.86,0.08
M_BONOS_210610,23/03/2017,M,100.295516,98.526072,1540,6.9,0.065
M_BONOS_220609,23/03/2017,M,99.749014,97.97957,1904,6.96,0.065
M_BONOS_231207,23/03/2017,M,107.390617,105.212839,2450,7.02,0.08
M_BONOS_241205,23/03/2017,M,120.261596,117.539374,2814,7.04,0.1
M_BONOS_260305,23/03/2017,M,91.375377,91.263571,3269,7.07,0.0575
M_BONOS_270603,23/03/2017,M,104.55295,102.511283,3724,7.15,0.075
M_BONOS_290531,23/03/2017,M,112.474717,110.160828,4452,7.24,0.085
M_BONOS_310529,23/03/2017,M,105.878061,103.768339,5180,7.32,0.0775
M_BONOS_341123,23/03/2017,M,105.636635,103.526913,6454,7.39,0.0775
M_BONOS_361120,23/03/2017,M,129.339826,126.617604,7182,7.42,0.1
M_BONOS_381118,23/03/2017,M,113.912306,111.598417,7910,7.42,0.085
M_BONOS_421113,23/03/2017,M,105.752926,103.643204,9366,7.43,0.0775
M_BONOS_471107,23/03/2017,M,106.99811,106.375888,11186,7.47,0.08
M_BONOS_170615,24/03/2017,M,101.0113,99.6363,83,6.57,0.05
M_BONOS_171214,24/03/2017,M,102.906993,100.775743,265,6.63,0.0775
M_BONOS_180614,24/03/2017,M,99.079301,97.773051,447,6.64,0.0475
M_BONOS_181213,24/03/2017,M,105.257823,102.920323,629,6.69,0.085
M_BONOS_191211,24/03/2017,M,97.055372,95.680372,992,6.74,0.05
M_BONOS_200611,24/03/2017,M,105.495499,103.295499,1175,6.85,0.08
M_BONOS_210610,24/03/2017,M,100.350596,98.563096,1539,6.89,0.065
M_BONOS_220609,24/03/2017,M,99.854187,98.066687,1903,6.94,0.065
M_BONOS_231207,24/03/2017,M,107.57663,105.37663,2449,6.99,0.08
M_BONOS_241205,24/03/2017,M,120.482332,117.732332,2813,7.01,0.1
M_BONOS_260305,24/03/2017,M,91.580802,91.453024,3268,7.04,0.0575
M_BONOS_270603,24/03/2017,M,104.720308,102.657808,3723,7.13,0.075
M_BONOS_290531,24/03/2017,M,112.756095,110.418595,4451,7.21,0.085
M_BONOS_310529,24/03/2017,M,106.080089,103.948839,5179,7.3,0.0775
M_BONOS_341123,24/03/2017,M,105.758984,103.627734,6453,7.38,0.0775
M_BONOS_361120,24/03/2017,M,129.48964,126.73964,7181,7.41,0.1
M_BONOS_381118,24/03/2017,M,113.935357,111.597857,7909,7.42,0.085
M_BONOS_421113,24/03/2017,M,105.774354,103.643104,9365,7.43,0.0775
M_BONOS_471107,24/03/2017,M,107.4005,106.756056,11185,7.44,0.08
M_BONOS_170615,27/03/2017,M,101.06572,99.649053,80,6.57,0.05
M_BONOS_171214,27/03/2017,M,102.948811,100.752978,262,6.65,0.0775
M_BONOS_180614,27/03/2017,M,99.064359,97.718526,444,6.7,0.0475
M_BONOS_181213,27/03/2017,M,105.183674,102.775341,626,6.77,0.085
M_BONOS_191211,27/03/2017,M,96.916799,95.500132,989,6.82,0.05
M_BONOS_200611,27/03/2017,M,105.466725,103.200058,1172,6.88,0.08
M_BONOS_210610,27/03/2017,M,100.262854,98.421187,1536,6.93,0.065
M_BONOS_220609,27/03/2017,M,99.738842,97.897175,1900,6.98,0.065
M_BONOS_231207,27/03/2017,M,107.472961,105.206294,2446,7.02,0.08
M_BONOS_241205,27/03/2017,M,120.288345,117.455012,2810,7.05,0.1
M_BONOS_260305,27/03/2017,M,91.383478,91.207784,3265,7.08,0.0575
M_BONOS_270603,27/03/2017,M,104.707981,102.582981,3720,7.14,0.075
M_BONOS_290531,27/03/2017,M,112.563616,110.155283,4448,7.24,0.085
M_BONOS_310529,27/03/2017,M,105.872403,103.67657,5176,7.33,0.0775
M_BONOS_341123,27/03/2017,M,105.41958,103.223747,6450,7.42,0.0775
M_BONOS_361120,27/03/2017,M,128.951908,126.118575,7178,7.46,0.1
M_BONOS_381118,27/03/2017,M,113.77089,111.362557,7906,7.44,0.085
M_BONOS_421113,27/03/2017,M,105.721046,103.525213,9362,7.44,0.0775
M_BONOS_471107,27/03/2017,M,106.958963,106.247852,11182,7.48,0.08
M_BONOS_170615,28/03/2017,M,101.062404,99.631848,79,6.67,0.05
M_BONOS_171214,28/03/2017,M,102.93236,100.714999,261,6.7,0.0775
M_BONOS_180614,28/03/2017,M,99.025268,97.66624,443,6.75,0.0475
M_BONOS_181213,28/03/2017,M,105.071677,102.639733,625,6.85,0.085
M_BONOS_191211,28/03/2017,M,96.719394,95.288838,988,6.91,0.05
M_BONOS_200611,28/03/2017,M,105.223326,102.934437,1171,6.97,0.08
M_BONOS_210610,28/03/2017,M,99.958051,98.098329,1535,7.02,0.065
M_BONOS_220609,28/03/2017,M,99.457644,97.597922,1899,7.05,0.065
M_BONOS_231207,28/03/2017,M,107.109307,104.820418,2445,7.09,0.08
M_BONOS_241205,28/03/2017,M,119.787565,116.926454,2809,7.13,0.1
M_BONOS_260305,28/03/2017,M,90.965524,90.773857,3264,7.15,0.0575
M_BONOS_270603,28/03/2017,M,104.070307,101.924474,3719,7.23,0.075
M_BONOS_290531,28/03/2017,M,111.89916,109.467216,4447,7.32,0.085
M_BONOS_310529,28/03/2017,M,105.175512,102.958151,5175,7.41,0.0775
M_BONOS_341123,28/03/2017,M,104.541827,102.324466,6449,7.51,0.0775
M_BONOS_361120,28/03/2017,M,128.366424,125.505313,7177,7.51,0.1
M_BONOS_381118,28/03/2017,M,112.982087,110.550143,7905,7.51,0.085
M_BONOS_421113,28/03/2017,M,104.809131,102.59177,9361,7.52,0.0775
M_BONOS_471107,28/03/2017,M,106.477855,105.744522,11181,7.52,0.08
M_BONOS_170615,29/03/2017,M,101.108377,99.663933,78,6.54,0.05
M_BONOS_171214,29/03/2017,M,103.035296,100.796407,260,6.58,0.0775
M_BONOS_180614,29/03/2017,M,99.180652,97.80843,442,6.63,0.0475
M_BONOS_181213,29/03/2017,M,105.354051,102.898495,624,6.69,0.085
M_BONOS_191211,29/03/2017,M,97.096748,95.652304,987,6.76,0.05
M_BONOS_200611,29/03/2017,M,105.535634,103.224523,1170,6.87,0.08
M_BONOS_210610,29/03/2017,M,100.408953,98.531175,1534,6.9,0.065
M_BONOS_220609,29/03/2017,M,99.905803,98.028025,1898,6.95,0.065
M_BONOS_231207,29/03/2017,M,107.679315,105.368204,2444,6.99,0.08
M_BONOS_241205,29/03/2017,M,120.466059,117.57717,2808,7.03,0.1
M_BONOS_260305,29/03/2017,M,91.543712,91.336073,3263,7.06,0.0575
M_BONOS_270603,29/03/2017,M,104.675415,102.508748,3718,7.15,0.075
M_BONOS_290531,29/03/2017,M,112.694321,110.238765,4446,7.23,0.085
M_BONOS_310529,29/03/2017,M,105.914745,103.675856,5174,7.33,0.0775
M_BONOS_341123,29/03/2017,M,105.161317,102.922428,6448,7.45,0.0775
M_BONOS_361120,29/03/2017,M,129.004379,126.11549,7176,7.46,0.1
M_BONOS_381118,29/03/2017,M,113.584183,111.128627,7904,7.46,0.085
M_BONOS_421113,29/03/2017,M,105.412382,103.173493,9360,7.47,0.0775
M_BONOS_471107,29/03/2017,M,107.002599,106.247043,11180,7.48,0.08
M_BONOS_170615,30/03/2017,M,101.111797,99.653464,77,6.61,0.05
M_BONOS_171214,30/03/2017,M,102.970046,100.709629,259,6.7,0.0775
M_BONOS_180614,30/03/2017,M,99.232871,97.847454,441,6.6,0.0475
M_BONOS_181213,30/03/2017,M,105.422591,102.943424,623,6.66,0.085
M_BONOS_191211,30/03/2017,M,97.16264,95.704307,986,6.74,0.05
M_BONOS_200611,30/03/2017,M,105.731158,103.397825,1169,6.81,0.08
M_BONOS_210610,30/03/2017,M,100.572216,98.676383,1533,6.86,0.065
M_BONOS_220609,30/03/2017,M,100.14003,98.244197,1897,6.9,0.065
M_BONOS_231207,30/03/2017,M,107.920501,105.587168,2443,6.95,0.08
M_BONOS_241205,30/03/2017,M,120.818433,117.901766,2807,6.98,0.1
M_BONOS_260305,30/03/2017,M,91.874492,91.650881,3262,7.01,0.0575
M_BONOS_270603,30/03/2017,M,105.210798,103.023298,3717,7.08,0.075
M_BONOS_290531,30/03/2017,M,113.062326,110.583159,4445,7.19,0.085
M_BONOS_310529,30/03/2017,M,106.388097,104.12768,5173,7.28,0.0775
M_BONOS_341123,30/03/2017,M,105.785768,103.525351,6447,7.39,0.0775
M_BONOS_361120,30/03/2017,M,129.399747,126.48308,7175,7.43,0.1
M_BONOS_381118,30/03/2017,M,113.956866,111.477699,7903,7.43,0.085
M_BONOS_421113,30/03/2017,M,105.668014,103.407597,9359,7.45,0.0775
M_BONOS_471107,30/03/2017,M,107.150771,106.372993,11179,7.47,0.08
M_BONOS_170615,31/03/2017,M,101.142458,99.670236,76,6.55,0.05
M_BONOS_171214,31/03/2017,M,103.072355,100.790411,258,6.58,0.0775
M_BONOS_180614,31/03/2017,M,99.216591,97.81798,440,6.63,0.0475
M_BONOS_181213,31/03/2017,M,105.408966,102.906188,622,6.68,0.085
M_BONOS_191211,31/03/2017,M,97.084721,95.612499,985,6.78,0.05
M_BONOS_200611,31/03/2017,M,105.633725,103.278169,1168,6.85,0.08
M_BONOS_210610,31/03/2017,M,100.446794,98.532905,1532,6.9,0.065
M_BONOS_220609,31/03/2017,M,100.07276,98.158871,1896,6.92,0.065
M_BONOS_231207,31/03/2017,M,107.94098,105.585424,2442,6.95,0.08
M_BONOS_241205,31/03/2017,M,120.841457,117.897013,2806,6.98,0.1
M_BONOS_260305,31/03/2017,M,91.954849,91.715266,3261,7,0.0575
M_BONOS_270603,31/03/2017,M,105.083687,102.875354,3716,7.1,0.075
M_BONOS_290531,31/03/2017,M,113.084509,110.581731,4444,7.19,0.085
M_BONOS_310529,31/03/2017,M,106.409227,104.127283,5172,7.28,0.0775
M_BONOS_341123,31/03/2017,M,106.009233,103.727289,6446,7.37,0.0775
M_BONOS_361120,31/03/2017,M,129.425967,126.481523,7174,7.43,0.1
M_BONOS_381118,31/03/2017,M,113.863252,111.360474,7902,7.44,0.085
M_BONOS_421113,31/03/2017,M,105.924475,103.642531,9358,7.43,0.0775
M_BONOS_471107,31/03/2017,M,107.172598,106.372598,11178,7.47,0.08
M_BONOS_170615,03/04/2017,M,101.198772,99.684883,73,6.54,0.05
M_BONOS_171214,03/04/2017,M,103.121088,100.77456,255,6.59,0.0775
M_BONOS_180614,03/04/2017,M,99.25921,97.821016,437,6.64,0.0475
M_BONOS_181213,03/04/2017,M,105.434048,102.860437,619,6.7,0.085
M_BONOS_191211,03/04/2017,M,97.043237,95.529348,982,6.82,0.05
M_BONOS_200611,03/04/2017,M,105.51809,103.095868,1165,6.91,0.08
M_BONOS_210610,03/04/2017,M,100.323914,98.355858,1529,6.95,0.065
M_BONOS_220609,03/04/2017,M,99.91483,97.946774,1893,6.97,0.065
M_BONOS_231207,03/04/2017,M,107.67214,105.249918,2439,7.01,0.08
M_BONOS_241205,03/04/2017,M,120.450479,117.422701,2803,7.05,0.1
M_BONOS_260305,03/04/2017,M,91.569534,91.282034,3258,7.07,0.0575
M_BONOS_270603,03/04/2017,M,104.704339,102.433506,3713,7.16,0.075
M_BONOS_290531,03/04/2017,M,112.805521,110.23191,4441,7.23,0.085
M_BONOS_310529,03/04/2017,M,106.110853,103.764325,5169,7.32,0.0775
M_BONOS_341123,03/04/2017,M,105.568999,103.222471,6443,7.42,0.0775
M_BONOS_361120,03/04/2017,M,129.013006,125.985228,7171,7.47,0.1
M_BONOS_381118,03/04/2017,M,113.467693,110.894082,7899,7.48,0.085
M_BONOS_421113,03/04/2017,M,105.519788,103.17326,9355,7.47,0.0775
M_BONOS_471107,03/04/2017,M,106.734255,105.867588,11175,7.51,0.08
M_BONOS_170615,04/04/2017,M,101.21686,99.689082,72,6.54,0.05
M_BONOS_171214,04/04/2017,M,103.139659,100.771603,254,6.59,0.0775
M_BONOS_180614,04/04/2017,M,99.265931,97.814542,436,6.65,0.0475
M_BONOS_181213,04/04/2017,M,105.404486,102.807264,618,6.73,0.085
M_BONOS_191211,04/04/2017,M,97.013685,95.485907,981,6.84,0.05
M_BONOS_200611,04/04/2017,M,105.392617,102.948173,1164,6.96,0.08
M_BONOS_210610,04/04/2017,M,100.235399,98.249288,1528,6.98,0.065
M_BONOS_220609,04/04/2017,M,99.80537,97.819259,1892,7,0.065
M_BONOS_231207,04/04/2017,M,107.528131,105.083687,2438,7.04,0.08
M_BONOS_241205,04/04/2017,M,120.211869,117.156313,2802,7.09,0.1
M_BONOS_260305,04/04/2017,M,91.338105,91.034633,3257,7.11,0.0575
M_BONOS_270603,04/04/2017,M,104.432568,102.140901,3712,7.2,0.075
M_BONOS_290531,04/04/2017,M,112.397923,109.800701,4440,7.28,0.085
M_BONOS_310529,04/04/2017,M,105.682277,103.314221,5168,7.37,0.0775
M_BONOS_341123,04/04/2017,M,105.089746,102.72169,6442,7.47,0.0775
M_BONOS_361120,04/04/2017,M,128.307228,125.251672,7170,7.53,0.1
M_BONOS_381118,04/04/2017,M,112.913915,110.316693,7898,7.53,0.085
M_BONOS_421113,04/04/2017,M,104.84395,102.475894,9354,7.53,0.0775
M_BONOS_471107,04/04/2017,M,106.131876,105.242987,11174,7.56,0.08
M_BONOS_170615,05/04/2017,M,101.240751,99.699084,71,6.51,0.05
M_BONOS_171214,05/04/2017,M,103.192377,100.802794,253,6.54,0.0775
M_BONOS_180614,05/04/2017,M,99.374127,97.909544,435,6.57,0.0475
M_BONOS_181213,05/04/2017,M,105.554028,102.933195,617,6.65,0.085
M_BONOS_191211,05/04/2017,M,97.150826,95.609159,980,6.79,0.05
M_BONOS_200611,05/04/2017,M,105.616091,103.149424,1163,6.89,0.08
M_BONOS_210610,05/04/2017,M,100.469625,98.465458,1527,6.92,0.065
M_BONOS_220609,05/04/2017,M,100.081481,98.077314,1891,6.94,0.065
M_BONOS_231207,05/04/2017,M,107.933264,105.466597,2437,6.97,0.08
M_BONOS_241205,05/04/2017,M,120.693618,117.610285,2801,7.02,0.1
M_BONOS_260305,05/04/2017,M,91.792219,91.472775,3256,7.04,0.0575
M_BONOS_270603,05/04/2017,M,104.965098,102.652598,3711,7.13,0.075
M_BONOS_290531,05/04/2017,M,113.022577,110.401744,4439,7.21,0.085
M_BONOS_310529,05/04/2017,M,106.243499,103.853916,5167,7.31,0.0775
M_BONOS_341123,05/04/2017,M,105.712266,103.322683,6441,7.41,0.0775
M_BONOS_361120,05/04/2017,M,128.943125,125.859792,7169,7.48,0.1
M_BONOS_381118,05/04/2017,M,113.39824,110.777407,7897,7.49,0.085
M_BONOS_421113,05/04/2017,M,105.329512,102.939929,9353,7.49,0.0775
M_BONOS_471107,05/04/2017,M,106.652635,105.741524,11173,7.52,0.08
M_BONOS_170615,06/04/2017,M,101.254953,99.699397,70,6.53,0.05
M_BONOS_171214,06/04/2017,M,103.204018,100.792907,252,6.55,0.0775
M_BONOS_180614,06/04/2017,M,99.33573,97.857952,434,6.62,0.0475
M_BONOS_181213,06/04/2017,M,105.540697,102.896253,616,6.67,0.085
M_BONOS_191211,06/04/2017,M,97.145047,95.589491,979,6.8,0.05
